084987594,87594-849,"BAYVIEW CREDIT UNION LTD, 54 LOCH LOMOND ROAD, P.O. Box 10, Saint John, NB E2J 1X7"
084987644,87644-849,"CITIZENS CREDIT UNION LTD., 179 SUNBURY DRIVE, Fredericton Junction, NB E5L 1R5"
084997064,97064-849,"BAYVIEW CREDIT UNION, 59 MARR ROAD, 72 Germain St., Rothesay, NB E2E 5Y8"
084997114,97114-849,"NEW BRUNSWICK TEACHERS ASSOCIATION, 650 Mongomery Street, P.O. Box 752, Fredericton, NB E3B 5R6"
084997304,97304-849,"BAYVIEW CREDIT UNION LTD, c/o Saint John Regional Hospital, P.O. Box 2100, Saint John, NB E2L 4L2"
084997604,97604-849,"BAYVIEW CREDIT UNION LTD, Milltown Heights, 48 WALLACE ST, St. George, NB E5C 3P1"
084997614,97614-849,"BAYVIEW (OAK HALL) CREDIT UNION LTD, 57 King St., Saint John, NB E2L 1G5"
081900017,00017-819,"CAISSE POPULAIRE GROUPE FINANCIER, Bureau Chef, 401-205, boulevard Provencher, Winnipeg, MB R2H 0G4"
081900157,00157-819,"CAISSE POPULAIRE GROUPE FINANCIER, Succursale Aubigny, 145 chemin Pembina, C.P 54, Ste Agathe, MB R0G 1Y0"
"",,(Sub to 00477)
081900247,00247-819,"CAISSE POPULAIRE GROUPE FINANCIER, Succursale Elie, 10 rue Main, C.P 36, Elie, MB R0H 0H0"
081900267,00267-819,"CAISSE POPULAIRE DE LA SALLE, Caisse Populaire Groupe Financier, 45 rue Principale, La Salle, MB R0G 0A2"
081900297,00297-819,"CAISSE POPULAIRE GROUPE FINANCIER, Succursale Ile-des-Chenes, 478 rue Main, C.P. 700, Ile des Chenes, MB R0A 0T0"
081900307,00307-819,"CAISSE POPULAIRE GROUPE FINANCIER, Succursale La Broquerie, 130 rue Principale, C.P 29, La Broquerie, MB R0A 0W0"
081900317,00317-879,"PRAIRIE MOUNTAIN CREDIT UNION, Laurier Branch, 115 Burrows Street, Box 61, Laurier, MB R0J 1A0 (Sub to 087900317)"
081900327,00327-819,"CAISSE POPULAIRE GROUPE FINANCIER, Succursale Letellier, 178 CARON ST., PO BOX 99, St-Jean-Baptiste, MB R0G"
"",,2B0
081900337,00337-819,"CAISSE POPULAIRE GROUPE FINANCIER, Succursale Lorette, 1238 chemin Dawson Rd, C.P. 89, Lorette, MB R5K 0T1"
081900377,00377-819,"CAISSE POPULAIRE GROUPE FINANCIER, CENTRE AGENT, BOX 25, St Claude, MB R0G 1Z0"
081900407,00407-819,"CAISSE POPULAIRE GROUPE FINANCIER, Succursale  Precieux-Sang, 100-205 boulevard Provencher, Winnipeg, MB R2H"
"",,0G4
081900447,00447-819,"CAISSE POPULAIRE GROUPE FINANCIER, Succursale Richer, 130 CENTRAL AVENUE, Sainte-Anne, MB R5H 1J3"
081900467,00467-819,"CAISSE POPULAIRE GROUPE FINANCIER, Succursale Saint-Adolphe, 385 rue Main, C.P. 160, St Adolphe, MB R5A 1A1"
081900477,00477-819,"CAISSE POPULAIRE GROUPE FINANCIER, Succursale Sainte-Agathe, 145 Chemin Pembina, C.P. 54, Ste Agathe, MB R0G"
"",,1Y0
081900497,00497-819,"CAISSE POPULAIRE GROUPE FINANCIER, Succursale Sainte-Anne, 1-130 Avenue Centrale, C.P. 550, Sainte-Anne, MB R5H"
"",,1J3
081900507,00507-819,"CAISSE POPULAIRE GROUPE FINANCIER, Succursale Saint-Boniface, 100-205, boulevard Provencher, Winnipeg, MB R2H"
"",,0G4
081900537,00537-819,"CAISSE POPULAIRE GROUPE FINANCIER, Succursale Saint-Claude, 76  rue First, C.P 245, St Claude, MB R0G 1Z0"
081900567,00567-819,"CAISSE POPULAIRE GROUPE FINANCIER, Succursale Saint-Georges, 2 avenue MacDougall, C.P. 18, Saint Georges, MB"
"",,R0E 1V0
081900577,00577-819,"CAISSE POPULAIRE GROUPE FINANCIER, Succursale Saint-Jean-Baptiste, 178 rue Caron, C.P. 99, St-Jean-Baptiste, MB"
"",,R0G 2B0
081900587,00587-819,"CAISSE POPULAIRE GROUPE FINANCIER, Succursale Saint-Joseph, 178 CARON ST., PO BOX 99, St-Jean-Baptiste, MB"
"",,R0G 2B0
081900607,00607-819,"CAISSE POPULAIRE GROUPE FINANCIER, Succursale Lourdes, 151 avenue Notre-Dame ouest, C.P. 248, Notre Dame de"
"",,"Lourdes, MB R0G 1M0"
081900627,00627-819,"CAISSE POPULAIRE GROUPE FINANCIER, Succursale Saint-Malo, 92 Avenue de la Grotte, C.P. 58, St Malo, MB R0A 1T0"
081900647,00647-819,"CAISSE POPULAIRE GROUPE FINANCIER, Succursale  Lakewood, 36 boulevard Lakewood, Winnipeg, MB R2J 2M6"
081900667,00667-819,"CAISSE POPULAIRE GROUPE FINANCIER, Succursale Saint-Pierre Jolys, 505 avenue Jolys, C.P. 298, St Pierre Jolys, MB"
"",,R0A 1V0
081900697,00697-819,"CAISSE POPULAIRE GROUPE FINANCIER, Succursale South Junction, 130 CENTRAL AVENUE, Sainte-Anne, MB R5H 1J3"
081900927,00927-819,"CAISSE POPULAIRE GROUPE FINANCIER, Succursale Saint-Laurent, Lot 105 promenade Saint-Laurent, C.P 115, St Laurent,"
"",,MB R0C 2S0
081900957,00957-819,"CAISSE POPULAIRE GROUPE FINANCIER, Succursale Saint-Vital, 1-875 rue Dakota, Winnipeg, MB R2M 5S5"
081900967,00967-819,"CAISSE POPULAIRE GROUPE FINANCIER, Succursale St-Pierre Jolys (BCN), 505 Avenue Jolys, Case Postale 298, St Pierre"
080900110,00110-809,"FIRST CREDIT UNION, Administration Office, 4448a Marine Avenue, Powell River, BC V8A 2K2"
080900120,00120-809,"FIRST CREDIT UNION, Powell River Branch, 4721 Joyce Avenue, Powell River, BC V8A 3B5"
080900130,00130-809,"FIRST CREDIT UNION, Texada Branch, 2021 Legion Road, PO Box 268, Van Anda, BC V0N 3K0"
080900140,00140-809,"FIRST CREDIT UNION, Bowen Island Branch, 106-996 Dorman road, Bowen Island, BC V0N 1G0"
080900150,00150-809,"FIRST CREDIT UNION, E-Branch, 4448A Marine Avenue, Powell River, BC V8A 2K2"
080900160,00160-809,"FIRST CREDIT UNION, Cumberland Branch, 2717 Dunsmuir Avenue, Cumberland, BC V0R 1S0"
080900200,00200-809,"BLUESHORE FINANCIAL CREDIT UNION, Melville, 110-1100 Melville Street, Vancouver, BC V6E 4A6"
080900210,00210-809,"BLUESHORE FINANCIAL CREDIT UNION, Solution Centre, 4403 East Hastings Street, Burnaby, BC V5C 2K1"
080900220,00220-809,"BLUESHORE FINANCIAL CREDIT UNION, Melville, 110-1100 Melville Street, Vancouver, BC V6E 4A6"
080900230,00230-809,"BLUESHORE FINANCIAL CREDIT UNION, Nesters, 101-4321 Village Gate Boulevard, Whistler, BC V0N 1B4"
080900240,00240-809,"BLUESHORE FINANCIAL CREDIT UNION, Pemberton, #2-7438 Prospect Street, Box 952, Pemberton, BC V0N 2L0"
080900250,00250-809,"BLUESHORE FINANCIAL CREDIT UNION, Squamish, #102-40147 Glenalder Place, Squamish, BC V8B 0G2"
080900260,00260-809,"BLUESHORE FINANCIAL CREDIT UNION, Burnaby, 4403  East Hastings Street, Burnaby, BC V5C 2K1"
080900270,00270-809,"BLUESHORE FINANCIAL CREDIT UNION, West Broadway, 2212 West Broadway, Vancouver, BC V6K 2E3"
080900280,00280-809,"BLUESHORE FINANCIAL CREDIT UNION, KERRISDALE, 2326 West 41st Ave, Vancouver, BC V6M 2A4"
080900300,00300-809,"GULF & FRASER FISHERMEN'S CR UNION, South  Burnaby Branch, 7375 Kingsway, Burnaby, BC V3N 3B5"
080900340,00340-809,"GULF & FRASER FISHERMEN'S CR UNION, South Burnaby Branch, 7375 Kingsway, Burnaby, BC V3N 3B5"
080900350,00350-809,"GULF & FRASER FISHERMEN'S CR UNION, Dairy Industry Branch, 7375 Kingsway, Burnaby, BC V3N 3B5"
080900400,00400-809,"INTERIOR SAVINGS CREDIT UNION, Kelowna Branch, 101 - 678 Bernard Avenue, Kelowna, BC V1Y 6P3"
080900420,00420-809,"INTERIOR SAVINGS CREDIT UNION, Rutland Branch, 185 South Rutland Road, Kelowna, BC V1X 2Z3"
080900430,00430-809,"INTERIOR SAVINGS CREDIT UNION, West Kelowna Branch, 3718 Elliot Road, PO Box 460, Westbank, BC V4T 2H7"
080900440,00440-809,"INTERIOR SAVINGS CREDIT UNION, Mission Branch, 595 Klo Road, Kelowna, BC V1Y 8E7"
080900450,00450-809,"INTERIOR SAVINGS CREDIT UNION, Orchard Centre Branch, 2071 Harvey Avenue, Kelowna, BC V1Y 8M1"
080900460,00460-809,"INTERIOR SAVINGS CREDIT UNION, Lake Country Branch, 30-9522 Main Street, Lake Country, BC V4V 2L9"
080900470,00470-809,"INTERIOR SAVINGS CREDIT UNION, Vernon Branch, 4301-32nd Street, Vernon, BC V1T 9G8"
080900480,00480-809,"INTERIOR SAVINGS CREDIT UNION, Glenmore Branch, 500-1982 Kane Road, Kelowna, BC V1V 3C4"
080900490,00490-809,"INTERIOR SAVINGS CREDIT UNION, Head Office, 300-678 Bernard Avenue, Kelowna, BC V1Y 6P3"
080900710,00710-809,"INTERIOR SAVINGS CREDIT UNION, Oliver Branch, 6287 Main Street, P.O. Box 1080, Oliver, BC V0H 1T0"
080900720,00720-809,"INTERIOR SAVINGS CREDIT UNION, Okanagan Falls Branch, 4929-9 Avenue, P.O. Box 449, Okanagan Falls, BC V0H 1R0"
080900730,00730-809,"INTERIOR SAVINGS CREDIT UNION, Osoyoos Branch, 9145 Main Street, PO Box 627, Osoyoos, BC V0H 1V2"
080901100,01100-809,"COASTAL COMMUNITY CREDIT UNION, Campbell River Regional Office, 920 Alder Street, Campbell River, BC V9W 2P8"
080901110,01110-809,"COASTAL COMMUNITY CREDIT UNION, Discovery Harbour Branch, 1354 Island Highway, Campbell River, BC V9W 8C9"
080901120,01120-809,"COASTAL COMMUNITY CREDIT UNION, Willow Point Community Branch, Unit 3-2253 South Island Highway, Campbell River,"
"",,BC V9W 1C4
080901130,01130-809,"COASTAL COMMUNITY CREDIT UNION, Willow Point Branch, #3 - 2253 South Island Highway, Campbell River, BC V9W 1C4"
080901310,01310-809,"SHARONS CREDIT UNION, 1055 Kingsway, Vancouver, BC V5V 3C7"
080902110,02110-809,"GREATER VANCOUVER COMMUNITY CR UN, Vancouver Branch, 100-4088 Cambie Street, Vancouver, BC V5Z 2X8"
080902120,02120-809,"GREATER VANCOUVER COMMUNITY CR UN, Kingsgate Mall Branch, Unit 115-370 East Broadway, Vancouver, BC V5T 4G5"
080902140,02140-809,"GREATER VANCOUVER COMMUNITY CR UN, Lougheed Plaza Office, 1801 Willingdon Avenue, Burnaby, BC V5C 5R3"
080902150,02150-809,"GREATER VANCOUVER COMMUNITY CR UNION, Surrey Branch, 125-15280 101st Ave., Surrey, BC V3R 8X7"
080902170,02170-809,"GREATER VANCOUVER COMMUNITY CR UN, Brentwood Branch, 1801 Willingdon Avenue, Burnaby, BC V5C 5R3"
080902180,02180-809,"GREATER VANCOUVER COMMUNITY CR UNION, Royal Square Mall Branch, 25B-800 McBride Boulevard, New"
"",,"Westminster, BC V3L 2B8"
080902190,02190-809,"GREATER VANCOUVER COMMUNITY CR UN, Administration Office, 1801 Willingdon Avenue, Burnaby, BC V5C 5R3"
080902310,02310-809,"COASTAL COMMUNITY CREDIT UNION, Courtenay Fourth Street Branch, 291-4th Street, Courtenay, BC V9N 1G7"
080902320,02320-809,"COASTAL COMMUNITY CREDIT UNION, Comox Branch, #202 - 1797 Comox Avenue, Comox, BC V9M 3L9"
080902330,02330-809,"COASTAL COMMUNITY CREDIT UNION, Ryan Road Branch, 1045 Ryan Road, Courtenay, BC V9N 3R6"
080902390,02390-809,"COASTAL COMMUNITY CREDIT UNION, Comox Regional Office, 305-1797 Comox Avenue, Comox, BC V9M 3L9"
080902410,02410-809,"COAST CAPITAL SAVINGS FEDERAL CU, James Bay Branch, 239 Menzies Street, Victoria, BC V8V 2G6"
080902420,02420-809,"COAST CAPITAL SAVINGS FEDERAL CU, Credit Control, 800 9900 King George Blvd, Surrey, BC V3T 0K7"
080902430,02430-809,"COAST CAPITAL SAVINGS FEDERAL CU, The Bay Centre Branch, 212-1150 Douglas Street, Victoria, BC V8W 3M9"
080902440,02440-809,"COAST CAPITAL SAVINGS FEDERAL CU, The Bay Centre Branch, 212 - 1150 Douglas Street, Victoria, BC V8W 3M9"
080902450,02450-809,"COAST CAPITAL SAVINGS FEDERAL CU, Teleservices Centre, 800 - 9900 King George Blvd, Surrey, BC V3T 0K7"
080902710,02710-809,"VANCOUVER CITY SAVINGS CREDIT UNION, Victoria City Centre Community Br, 752 Fort Street, Victoria, BC V8W 1H2"
080902720,02720-809,"VANCOUVER CITY SAVINGS CREDIT UNION, Scott Street Community Branch, 100-1590 Cedar Hill Cross Road, Victoria, BC"
"",,V8P 2P5
080902730,02730-809,"VANCOUVER CITY SAVINGS CREDIT UNION, Langford Community Branch, #100-800 Kelly Road, Victoria, BC V9B 5T6"
080902740,02740-809,"VANCOUVER CITY SAVINGS CREDIT UNION, Cormorant Island Community Branch, 30 Maple Road, Alert Bay, BC V0N 1A0"
080902780,02780-809,"VANCOUVER CITY SAVINGS CREDIT UNION, 1001 Blanshard Street, Victoria, BC V8W 2H4"
080902790,02790-809,"VANCOUVER CITY SAVINGS CREDIT UNION, 1001 Blanshard Street, Victoria, BC V8W 2H4"
080903010,03010-809,"VANCOUVER CITY SAVINGS CREDIT UNION, Kruger Community Branch, 1625 5th Avenue, P.O. Box 760, New Westminster,"
"",,BC V3M 1Z7
080903020,03020-809,"VANCOUVER CITY SAVINGS CREDIT UNION, Waterfront Community Branch, #17-200 Granville Street, Vancouver, BC V6C"
"",,1S4
080903210,03210-809,"VANCOUVER CITY SAVINGS CREDIT UNION, Royal Oak Community Branch, 6632 Royal Oak Avenue, Burnaby, BC V5H"
"",,3P6
080903250,03250-809,"VANCOUVER CITY SAVINGS CREDIT UNION, Telus Community Branch, 3777 Kingsway 6th Floor, Burnaby, BC V5H 3Z7"
080903500,03500-809,"GULF & FRASER FISHERMEN'S CR UNION, Hastings Branch, 803 East Hastings Street, Vancouver, BC V6A 1R8"
080903520,03520-809,"GULF & FRASER FISHERMEN'S CR UNION, Steveston Branch, 3471 Chatham Street, Richmond, BC V7E 2Y9"
080903530,03530-809,"GULF & FRASER FISHERMEN'S CR UNION, Richmond Centre Branch, 7971 Westminster Highway, Richmond, BC V6X 1A4"
080903540,03540-809,"GULF & FRASER FISHERMEN'S CR UNION, Southpoint (Burnaby) Branch, Podium B-6911 Southpoint Drive, Burnaby, BC"
"",,V3N 4X8
080903550,03550-809,"GULF & FRASER FISHERMEN'S CR UNION, Podium B-6911 Southpoint Drive, Burnaby, BC V3N 4X8"
080903560,03560-809,"GULF & FRASER FISHERMEN'S CR UNION, Hastings Branch, 803 East Hastings Street, Vancouver, BC V6A 1R8"
080903570,03570-809,"GULF & FRASER FISHERMEN'S CR UNION, Steveston Branch, 120-8900 No.1 Road, Richmond, BC V7C 4C1"
080903580,03580-809,"GULF & FRASER FISHERMEN'S CR UNION, Richmond Centre Branch, 7971 Westminster Highway, Richmond, BC V6X 1A4"
080903590,03590-809,"GULF & FRASER FISHERMEN'S CR UNION, Southpoint (Burnaby) Branch, Podium B-6911 Southpoint Drive, Burnaby, BC"
"",,V3N 4X8
080903610,03610-809,"GULF & FRASER FISHERMEN'S CR UNION, Nordel Crossing (Surrey) Branch, 101-12020 Nordel Way, Surrey, BC V3W 1P6"
080903620,03620-809,"GULF & FRASER FISHERMEN'S CR UNION, Cloverdale Crossing Branch, Unit 500-6456 176th Street, Surrey, BC V3S 4G3"
080903630,03630-809,"GULF & FRASER FISHERMEN'S CR UNION, North Burnaby Branch, 105-4191 Hastings Street, Burnaby, BC V5C 2J3"
080903640,03640-809,"GULF & FRASER FISHERMEN'S CR UNION, Willoughby Branch, 120-20780 Willoughby Town Centre Dr., Langley, BC V2Y"
"",,0M7
080903650,03650-809,"GULF & FRASER FISHERMEN'S CR UNION, West Broadway Branch, 2941 West Broadway, Vancouver, BC V6K 2G6"
080903660,03660-809,"GULF & FRASER FISHERMEN'S CR UNION, Brentwood Branch, #3 - 4465 Skyline Drive, Burnaby, BC V5C 0H6"
080903670,03670-809,"GULF & FRASER FISHERMEN'S CR UNION, Metrotown, 130 - 6200 McKay Avenue, Burnaby, BC V5H 4L7"
080903680,03680-809,"GULF & FRASER FISHERMEN'S CR UNION, WEST END, 1003 DENMAN STREET, Vancouver, BC V6G 2M4"
080903690,03690-809,"GULF & FRASER FISHERMEN'S CR UNION, E-Centre, 7375 Kingsway, Burnaby, BC V3N 3B5"
080903720,03720-809,"VANCOUVER FIREFIGHTERS CREDIT UNION, No. 3 Firehall, #2 - 2801 Quebec Street, Vancouver, BC V5T 3A8"
080904410,04410-809,"COASTAL COMMUNITY CREDIT UNION, Quadra Island Community Branch, 657 Harper Road, P.O. Box 190, Quathiaski"
"",,"Cove, BC V0P 1N0"
080904420,04420-809,"COASTAL COMMUNITY CREDIT UNION, Cortes Island Branch, 777 Sutil Point Road, P.O. Box 218, Mansons Landing, BC"
"",,V0P 1K0
080904610,04610-809,"COASTAL COMMUNITY CREDIT UNION, Alert Bay Savings, 30 Maple Street, P.O. Box 348, Alert Bay, BC V0N 1A0"
080904620,04620-809,"COASTAL COMMUNITY CREDIT UNION, Namgis Satellite Office, 30 Maple Street, PO Box 348, Alert Bay, BC V0N 1A0"
080904910,04910-809,"COASTAL COMMUNITY CREDIT UNION, Port Alberni Branch, 3009-4th Avenue, P.O. Box 520, Port Alberni, BC V9Y 2B8"
080904930,04930-809,"COASTAL COMMUNITY CREDIT UNION, Port McNeill Branch, 1597 Broughton Blvd, Port McNeill, BC V0N 2R0"
080904940,04940-809,"COASTAL COMMUNITY CREDIT UNION, Ucluelet Branch, 1566 Peninsula Road, P.O. Box 460, Ucluelet, BC V0R 3A0"
080904960,04960-809,"COASTAL COMMUNITY CREDIT UNION, Wembley  Mall Branch, 16-826 West Island Highway, Parksville, BC V9P 2B7"
080905010,05010-809,"BULKLEY VALLEY CREDIT UNION, Administration/Smithers Branch, 3894 - 1st Avenue, P.O. Box 3729, Smithers, BC V0J 2N0"
080905020,05020-809,"BULKLEY VALLEY CREDIT UNION, Hazelton's Branch, 4646 10th Avenue, PO Box 159, New Hazelton, BC V0J 2J0"
080905210,05210-809,"WILLIAMS LAKE AND DISTRICT CREDIT UN, Bella Coola Valley Branch, 621 Cliff Street, PO Box 214, Bella Coola, BC V0T"
"",,1C0
080905310,05310-809,"BLUESHORE FINANCIAL CREDIT UNION, Lonsdale, 1250 Lonsdale Avenue, North Vancouver, BC V7M 2H6"
080905320,05320-809,"BLUESHORE FINANCIAL CREDIT UNION, Lynn Valley, 110-1200 Lynn Valley Road, North Vancouver, BC V7J 2A2"
080905330,05330-809,"BLUESHORE FINANCIAL CREDIT UNION, Park Royal, 815 Main Street, West Vancouver, BC V7T 2Z3"
080905340,05340-809,"BLUESHORE FINANCIAL CREDIT UNION, Marine Drive, 1080 Marine Drive, North Vancouver, BC V7P 1S5"
080905350,05350-809,"BLUESHORE FINANCIAL CREDIT UNION, Whistler, 101-4321 Village Gate Boulevard, Whistler, BC V8E 1H3"
080905370,05370-809,"BLUESHORE FINANCIAL CREDIT UNION, Corporate Office, 1250 Lonsdale Avenue, North Vancouver, BC V7M 2H6"
080905380,05380-809,"BLUESHORE FINANCIAL CREDIT UNION, Edgemont, 101-3053 Edgemont Blvd., North Vancouver, BC V7R 2N5"
080905390,05390-809,"BLUESHORE FINANCIAL CREDIT UNION, Parkgate, 3680  Mount Seymour Parkway, North Vancouver, BC V7H 2Y5"
080905810,05810-809,"INTERIOR SAVINGS CREDIT UNION, Tranquille Branch, #100 - 430 Tranquille Road, Kamloops, BC V2B 3H1"
080905820,05820-809,"INTERIOR SAVINGS CREDIT UNION, Lansdowne Branch, 200-350 Lansdowne Street, Kamloops, BC V2C 1Y1"
