GUID,PN,SDN,GT,GSF,GLF,DQF
2016A00052409077,Quebec,Mont-Joli,Ville,5.0,3.8,0
2016A00052409085,Quebec,Sainte-Flavie,Paroisse (municipalité de),3.4,4.7,0
2016A00052409092,Quebec,Sainte-Luce,Municipalité,3.7,5.9,0
2016A00052410005,Quebec,Esprit-Saint,Municipalité,2.7,9.6,0
2016A00052410015,Quebec,Saint-Narcisse-de-Rimouski,Paroisse (municipalité de),3.4,5.9,0
2016A00052410025,Quebec,Saint-Marcellin,Paroisse (municipalité de),3.4,13.6,11
2016A00052410030,Quebec,Saint-Anaclet-de-Lessard,Paroisse (municipalité de),2.3,5.1,0
2016A00052410043,Quebec,Rimouski,Ville,4.2,3.5,0
2016A00052410060,Quebec,Saint-Valérien,Paroisse (municipalité de),2.6,0.2,0
2016A00052410070,Quebec,Saint-Fabien,Paroisse (municipalité de),2.7,2.8,0
2016A00052410075,Quebec,Saint-Eugène-de-Ladrière,Paroisse (municipalité de),1.9,1.7,0
2016A00052411005,Quebec,Saint-Clément,Paroisse (municipalité de),2.7,2.7,0
2016A00052411010,Quebec,Saint-Jean-de-Dieu,Municipalité,5.4,7.3,0
2016A00052411015,Quebec,Sainte-Rita,Municipalité,4.0,11.5,10
2016A00052411030,Quebec,Sainte-Françoise,Paroisse (municipalité de),3.4,8.7,1
2016A00052411035,Quebec,Saint-Éloi,Paroisse (municipalité de),4.3,1.8,0
2016A00052411040,Quebec,Trois-Pistoles,Ville,6.0,1.8,0
2016A00052411045,Quebec,Notre-Dame-des-Neiges,Municipalité,2.6,3.5,0
2016A00052411050,Quebec,Saint-Mathieu-de-Rioux,Paroisse (municipalité de),3.2,2.5,0
2016A00052411055,Quebec,Saint-Simon,Paroisse (municipalité de),3.9,4.9,0
2016A00052412005,Quebec,Saint-Cyprien,Municipalité,6.7,6.2,0
2016A00052412010,Quebec,Saint-Hubert-de-Rivière-du-Loup,Municipalité,4.2,8.9,0
2016A00052412015,Quebec,Saint-Antonin,Municipalité,2.7,6.2,0
2016A00052412020,Quebec,Saint-Modeste,Municipalité,2.3,5.8,0
2016A00052412030,Quebec,Saint-Épiphane,Municipalité,3.6,9.4,0
2016A00052412035,Quebec,Saint-Paul-de-la-Croix,Paroisse (municipalité de),3.1,10.3,10
2016A00052412043,Quebec,L'Isle-Verte,Municipalité,3.2,9.5,0
2016A00052412057,Quebec,Cacouna,Municipalité,2.9,0.4,0
2016A00052412065,Quebec,Saint-Arsène,Paroisse (municipalité de),1.1,1.1,0
2016A00052412072,Quebec,Rivière-du-Loup,Ville,4.6,5.3,0
2016A00052412080,Quebec,Notre-Dame-du-Portage,Municipalité,1.4,1.0,0
2016A00052413005,Quebec,Dégelis,Ville,4.3,3.8,0
2016A00052413015,Quebec,Packington,Paroisse (municipalité de),4.2,11.1,10
2016A00052413020,Quebec,Saint-Marc-du-Lac-Long,Paroisse (municipalité de),8.1,11.8,10
2016A00052413025,Quebec,Rivière-Bleue,Municipalité,5.5,4.5,0
2016A00052413030,Quebec,Saint-Eusèbe,Paroisse (municipalité de),4.0,5.5,0
2016A00052413040,Quebec,Saint-Juste-du-Lac,Municipalité,2.9,5.3,0
2016A00052413045,Quebec,Auclair,Municipalité,4.0,10.0,10
2016A00052413055,Quebec,Biencourt,Municipalité,2.1,5.6,0
2016A00052413060,Quebec,Lac-des-Aigles,Municipalité,2.7,6.9,0
2016A00052413065,Quebec,Saint-Michel-du-Squatec,Municipalité,2.3,5.3,0
2016A00052413073,Quebec,Témiscouata-sur-le-Lac,Ville,4.1,3.9,0
2016A00052413080,Quebec,Saint-Louis-du-Ha! Ha!,Paroisse (municipalité de),3.4,1.3,0
2016A00052413085,Quebec,Saint-Elzéar-de-Témiscouata,Municipalité,2.4,8.2,0
2016A00052413090,Quebec,Saint-Honoré-de-Témiscouata,Municipalité,4.8,10.3,10
2016A00052413095,Quebec,Pohénégamook,Ville,4.6,5.6,0
2016A00052413100,Quebec,Saint-Athanase,Municipalité,2.1,5.0,0
2016A00052414005,Quebec,Mont-Carmel,Municipalité,3.3,2.8,0
2016A00052414010,Quebec,Saint-Bruno-de-Kamouraska,Municipalité,6.1,3.3,0
2016A00052414018,Quebec,Saint-Pascal,Ville,4.2,4.7,0
2016A00052414025,Quebec,Sainte-Hélène-de-Kamouraska,Municipalité,3.1,1.5,0
2016A00052414030,Quebec,Saint-Joseph-de-Kamouraska,Paroisse (municipalité de),1.3,1.2,0
2016A00052414035,Quebec,Saint-Alexandre-de-Kamouraska,Municipalité,5.2,1.9,0
2016A00052414040,Quebec,Saint-André,Municipalité,6.9,2.9,0
2016A00052414045,Quebec,Saint-Germain,Paroisse (municipalité de),1.8,5.2,0
2016A00052414050,Quebec,Kamouraska,Municipalité,6.1,5.4,0
2016A00052414055,Quebec,Saint-Denis-De La Bouteillerie,Municipalité,1.1,2.2,0
2016A00052414060,Quebec,Saint-Philippe-de-Néri,Paroisse (municipalité de),1.7,3.7,0
2016A00052414065,Quebec,Rivière-Ouelle,Municipalité,4.3,4.3,0
2016A00052414070,Quebec,Saint-Pacôme,Municipalité,5.5,4.8,0
2016A00052414075,Quebec,Saint-Gabriel-Lalemant,Municipalité,3.0,2.7,0
2016A00052414080,Quebec,Saint-Onésime-d'Ixworth,Municipalité,3.2,2.1,0
2016A00052414085,Quebec,La Pocatière,Ville,5.6,8.4,0
2016A00052414090,Quebec,Sainte-Anne-de-la-Pocatière,Paroisse (municipalité de),1.8,9.6,0
2016A00052415005,Quebec,Saint-Irénée,Paroisse (municipalité de),2.5,3.1,0
2016A00052415013,Quebec,La Malbaie,Ville,3.3,5.0,0
2016A00052415025,Quebec,Notre-Dame-des-Monts,Municipalité,1.6,1.4,0
2016A00052415030,Quebec,Saint-Aimé-des-Lacs,Municipalité,3.0,4.8,0
2016A00052415035,Quebec,Clermont,Ville,3.2,1.9,0
2016A00052415058,Quebec,Saint-Siméon,Municipalité,8.6,7.2,0
2016A00052416005,Quebec,Petite-Rivière-Saint-François,Municipalité,4.3,11.0,10
2016A00052416013,Quebec,Baie-Saint-Paul,Ville,3.6,5.2,0
2016A00052416023,Quebec,L'Isle-aux-Coudres,Municipalité,2.4,2.7,0
2016A00052416048,Quebec,Les Éboulements,Municipalité,3.3,3.7,0
2016A00052416050,Quebec,Saint-Hilarion,Paroisse (municipalité de),3.3,6.3,0
2016A00052416055,Quebec,Saint-Urbain,Paroisse (municipalité de),2.7,7.1,0
2016A00052417005,Quebec,Saint-Omer,Municipalité,3.9,5.2,0
2016A00052417010,Quebec,Saint-Pamphile,Ville,2.5,1.7,0
2016A00052417015,Quebec,Saint-Adalbert,Municipalité,3.7,5.3,0
2016A00052417020,Quebec,Saint-Marcel,Municipalité,2.0,11.4,10
2016A00052417025,Quebec,Sainte-Félicité,Municipalité,3.5,5.0,0
2016A00052417030,Quebec,Sainte-Perpétue,Municipalité,3.8,6.3,0
2016A00052417035,Quebec,Tourville,Municipalité,4.4,8.0,0
2016A00052417040,Quebec,Saint-Damase-de-L'Islet,Municipalité,1.1,5.7,0
2016A00052417045,Quebec,Saint-Cyrille-de-Lessard,Paroisse (municipalité de),3.0,6.5,0
2016A00052417055,Quebec,Saint-Aubert,Municipalité,3.1,2.0,0
2016A00052417060,Quebec,Sainte-Louise,Paroisse (municipalité de),1.8,0.0,0
2016A00052417065,Quebec,Saint-Roch-des-Aulnaies,Paroisse (municipalité de),1.9,1.7,0
2016A00052417070,Quebec,Saint-Jean-Port-Joli,Municipalité,2.3,0.8,0
2016A00052417078,Quebec,L'Islet,Municipalité,5.4,4.1,0
2016A00052418005,Quebec,Saint-Just-de-Bretenières,Municipalité,5.0,12.4,10
2016A00052418015,Quebec,Saint-Fabien-de-Panet,Paroisse (municipalité de),8.4,4.5,0
2016A00052418020,Quebec,Sainte-Lucie-de-Beauregard,Municipalité,3.6,1.3,0
2016A00052418025,Quebec,Sainte-Apolline-de-Patton,Paroisse (municipalité de),4.4,7.0,0
2016A00052418030,Quebec,Saint-Paul-de-Montminy,Municipalité,5.2,11.1,10
2016A00052418035,Quebec,Sainte-Euphémie-sur-Rivière-du-Sud,Municipalité,4.7,9.6,0
2016A00052418040,Quebec,Notre-Dame-du-Rosaire,Municipalité,3.7,5.2,0
2016A00052418045,Quebec,Cap-Saint-Ignace,Municipalité,3.3,1.5,0
2016A00052418050,Quebec,Montmagny,Ville,4.0,3.6,0
2016A00052418055,Quebec,Saint-Pierre-de-la-Rivière-du-Sud,Paroisse (municipalité de),2.1,1.3,0
2016A00052418060,Quebec,Saint-François-de-la-Rivière-du-Sud,Municipalité,2.0,1.7,0
2016A00052418065,Quebec,Berthier-sur-Mer,Municipalité,2.3,4.4,0
2016A00052419005,Quebec,Saint-Philémon,Paroisse (municipalité de),5.1,5.2,0
2016A00052419010,Quebec,Notre-Dame-Auxiliatrice-de-Buckland,Paroisse (municipalité de),5.0,8.9,0
2016A00052419015,Quebec,Saint-Nazaire-de-Dorchester,Paroisse (municipalité de),5.1,8.9,0
2016A00052419020,Quebec,Saint-Léon-de-Standon,Paroisse (municipalité de),2.1,3.8,0
2016A00052419025,Quebec,Saint-Malachie,Paroisse (municipalité de),2.7,3.9,0
2016A00052419030,Quebec,Saint-Damien-de-Buckland,Paroisse (municipalité de),9.8,5.1,0
2016A00052419037,Quebec,Armagh,Municipalité,6.2,6.4,0
2016A00052419045,Quebec,Saint-Nérée-de-Bellechasse,Municipalité,2.0,4.4,0
2016A00052419050,Quebec,Saint-Lazare-de-Bellechasse,Municipalité,3.7,3.8,0
2016A00052419055,Quebec,Sainte-Claire,Municipalité,4.9,2.4,0
2016A00052419062,Quebec,Saint-Anselme,Municipalité,3.7,4.5,0
2016A00052419068,Quebec,Saint-Henri,Municipalité,2.7,1.5,0
2016A00052419070,Quebec,Honfleur,Municipalité,7.4,7.0,0
2016A00052419075,Quebec,Saint-Gervais,Municipalité,3.6,4.3,0
2016A00052419082,Quebec,Saint-Raphaël,Municipalité,3.9,6.4,0
2016A00052419090,Quebec,La Durantaye,Paroisse (municipalité de),2.8,6.1,0
2016A00052419097,Quebec,Saint-Charles-de-Bellechasse,Municipalité,3.4,4.4,0
2016A00052419105,Quebec,Beaumont,Municipalité,4.6,0.1,0
2016A00052419110,Quebec,Saint-Michel-de-Bellechasse,Municipalité,2.6,7.0,0
2016A00052419117,Quebec,Saint-Vallier,Municipalité,3.9,7.3,0
2016A00052420005,Quebec,Saint-François-de-l'Île-d'Orléans,Municipalité,3.7,2.2,0
2016A00052420010,Quebec,Sainte-Famille,Paroisse (municipalité de),4.8,2.8,0
2016A00052420015,Quebec,Saint-Jean-de-l'Île-d'Orléans,Municipalité,3.8,4.6,0
2016A00052420020,Quebec,Saint-Laurent-de-l'Île-d'Orléans,Municipalité,3.7,5.6,0
2016A00052420025,Quebec,Saint-Pierre-de-l'Île-d'Orléans,Municipalité,4.2,5.9,0
2016A00052420030,Quebec,Sainte-Pétronille,Village,3.0,4.5,0
2016A00052421005,Quebec,Saint-Tite-des-Caps,Municipalité,2.9,9.1,0
2016A00052421010,Quebec,Saint-Ferréol-les-Neiges,Municipalité,2.1,4.6,0
2016A00052421020,Quebec,Saint-Joachim,Paroisse (municipalité de),1.9,5.0,0
2016A00052421025,Quebec,Beaupré,Ville,6.3,4.7,0
2016A00052421030,Quebec,Sainte-Anne-de-Beaupré,Ville,3.8,8.4,0
2016A00052421035,Quebec,Château-Richer,Ville,4.2,4.8,0
2016A00052421040,Quebec,L'Ange-Gardien,Municipalité,2.9,4.0,0
2016A00052421045,Quebec,Boischatel,Municipalité,3.3,5.1,0
2016A00052422005,Quebec,Sainte-Catherine-de-la-Jacques-Cartier,Ville,2.2,2.7,0
2016A00052422010,Quebec,Fossambault-sur-le-Lac,Ville,3.1,4.2,0
2016A00052422020,Quebec,Shannon,Municipalité,2.2,3.6,0
2016A00052422025,Quebec,Saint-Gabriel-de-Valcartier,Municipalité,12.1,3.5,1100
2016A00052422030,Quebec,Lac-Delage,Ville,3.0,7.2,0
2016A00052422035,Quebec,Stoneham-et-Tewkesbury,Cantons unis (municipalité de),3.5,3.8,0
2016A00052422040,Quebec,Lac-Beauport,Municipalité,2.1,3.2,0
2016A00052422045,Quebec,Sainte-Brigitte-de-Laval,Ville,2.0,1.1,0
2016A00052423027,Quebec,Québec,Ville,4.3,4.5,0
2016A00052423057,Quebec,L'Ancienne-Lorette,Ville,2.7,3.2,0
2016A00052423072,Quebec,Saint-Augustin-de-Desmaures,Ville,3.3,3.0,0
2016A00052423802,Quebec,Wendake,Indian reserve,13.0,13.6,1111
2016A00052425213,Quebec,Lévis,Ville,3.4,4.1,0
2016A00052426005,Quebec,Frampton,Municipalité,5.2,5.2,0
2016A00052426010,Quebec,Saints-Anges,Paroisse (municipalité de),2.3,4.2,0
2016A00052426015,Quebec,Vallée-Jonction,Municipalité,3.5,3.9,0
2016A00052426022,Quebec,Saint-Elzéar,Municipalité,1.8,3.2,0
2016A00052426030,Quebec,Sainte-Marie,Ville,3.5,3.9,0
2016A00052426035,Quebec,Sainte-Marguerite,Paroisse (municipalité de),2.8,9.1,0
2016A00052426040,Quebec,Sainte-Hénédine,Paroisse (municipalité de),7.1,7.1,0
2016A00052426048,Quebec,Scott,Municipalité,2.5,5.6,0
2016A00052426055,Quebec,Saint-Bernard,Municipalité,1.9,2.7,0
2016A00052426063,Quebec,Saint-Isidore,Municipalité,3.1,4.5,0
2016A00052426070,Quebec,Saint-Lambert-de-Lauzon,Municipalité,2.6,3.9,0
2016A00052427008,Quebec,Saint-Victor,Municipalité,2.2,4.1,0
2016A00052427015,Quebec,Saint-Alfred,Municipalité,3.0,1.9,0
2016A00052427028,Quebec,Beauceville,Ville,3.5,4.9,0
2016A00052427035,Quebec,Saint-Odilon-de-Cranbourne,Paroisse (municipalité de),2.6,4.3,0
2016A00052427043,Quebec,Saint-Joseph-de-Beauce,Ville,3.2,4.1,0
2016A00052427050,Quebec,Saint-Joseph-des-Érables,Municipalité,1.5,1.4,0
2016A00052427055,Quebec,Saint-Jules,Paroisse (municipalité de),4.4,19.7,11
2016A00052427060,Quebec,Tring-Jonction,Village,2.0,5.1,0
2016A00052427065,Quebec,Saint-Frédéric,Paroisse (municipalité de),2.6,0.0,0
2016A00052427070,Quebec,Saint-Séverin,Paroisse (municipalité de),1.4,5.1,0
2016A00052428005,Quebec,Saint-Zacharie,Municipalité,1.9,3.4,0
2016A00052428015,Quebec,Sainte-Aurélie,Municipalité,3.9,6.0,0
2016A00052428020,Quebec,Saint-Prosper,Municipalité,4.1,3.3,0
2016A00052428025,Quebec,Saint-Benjamin,Municipalité,3.4,3.4,0
2016A00052428030,Quebec,Sainte-Rose-de-Watford,Municipalité,2.5,2.0,0
2016A00052428035,Quebec,Saint-Louis-de-Gonzague,Municipalité,2.8,5.7,0
2016A00052428040,Quebec,Saint-Cyprien,Paroisse (municipalité de),2.7,5.2,0
2016A00052428045,Quebec,Sainte-Justine,Municipalité,4.9,1.7,0
2016A00052428053,Quebec,Lac-Etchemin,Municipalité,4.8,4.2,0
2016A00052428060,Quebec,Saint-Luc-de-Bellechasse,Municipalité,5.3,5.7,0
2016A00052428065,Quebec,Sainte-Sabine,Paroisse (municipalité de),4.3,7.7,0
2016A00052428070,Quebec,Saint-Camille-de-Lellis,Paroisse (municipalité de),4.7,9.7,0
2016A00052428075,Quebec,Saint-Magloire,Municipalité,5.1,7.9,0
2016A00052429005,Quebec,Saint-Théophile,Municipalité,2.5,3.8,0
2016A00052429013,Quebec,Saint-Gédéon-de-Beauce,Municipalité,2.6,5.3,0
2016A00052429025,Quebec,Saint-Évariste-de-Forsyth,Municipalité,4.6,8.2,0
2016A00052429030,Quebec,La Guadeloupe,Village,4.7,4.1,0
2016A00052429038,Quebec,Saint-Honoré-de-Shenley,Municipalité,2.4,6.8,0
2016A00052429045,Quebec,Saint-Martin,Paroisse (municipalité de),3.1,5.1,0
2016A00052429050,Quebec,Saint-René,Paroisse (municipalité de),2.3,4.4,0
2016A00052429057,Quebec,Saint-Côme--Linière,Municipalité,4.7,6.0,0
2016A00052429065,Quebec,Saint-Philibert,Municipalité,3.0,6.2,0
2016A00052429073,Quebec,Saint-Georges,Ville,4.5,5.6,0
2016A00052429100,Quebec,Saint-Benoît-Labre,Municipalité,4.0,6.5,0
2016A00052429112,Quebec,Saint-Éphrem-de-Beauce,Municipalité,2.6,3.1,0
2016A00052429120,Quebec,Notre-Dame-des-Pins,Paroisse (municipalité de),4.0,10.4,10
2016A00052429125,Quebec,Saint-Simon-les-Mines,Municipalité,3.3,9.6,1
2016A00052430005,Quebec,Saint-Augustin-de-Woburn,Paroisse (municipalité de),2.6,8.3,0
2016A00052430010,Quebec,Notre-Dame-des-Bois,Municipalité,4.9,10.5,10
2016A00052430020,Quebec,Piopolis,Municipalité,4.3,14.3,11
2016A00052430025,Quebec,Frontenac,Municipalité,1.6,2.0,0
2016A00052430030,Quebec,Lac-Mégantic,Ville,5.2,3.0,0
2016A00052430035,Quebec,Marston,Canton (municipalité de),3.0,7.3,0
2016A00052430045,Quebec,Nantes,Municipalité,3.6,12.2,11
2016A00052430050,Quebec,Sainte-Cécile-de-Whitton,Municipalité,3.1,4.0,0
2016A00052430055,Quebec,Audet,Municipalité,2.7,5.0,0
2016A00052430070,Quebec,Saint-Robert-Bellarmin,Municipalité,1.9,6.1,0
2016A00052430072,Quebec,Saint-Ludger,Municipalité,2.2,2.4,0
2016A00052430080,Quebec,Lac-Drolet,Municipalité,3.3,6.5,0
2016A00052430085,Quebec,Saint-Sébastien,Municipalité,3.6,5.3,0
2016A00052430090,Quebec,Courcelles,Municipalité,2.8,4.1,0
2016A00052430095,Quebec,Lambton,Municipalité,5.9,5.1,0
2016A00052430100,Quebec,Saint-Romain,Municipalité,2.4,10.4,10
2016A00052430105,Quebec,Stornoway,Municipalité,2.9,8.0,0
2016A00052430110,Quebec,Stratford,Canton (municipalité de),2.6,4.9,0
2016A00052431008,Quebec,Beaulac-Garthby,Municipalité,5.3,11.1,10
2016A00052431015,Quebec,Disraeli,Ville,3.8,10.8,10
2016A00052431020,Quebec,Disraeli,Paroisse (municipalité de),3.1,9.4,0
2016A00052431030,Quebec,Saint-Fortunat,Municipalité,5.0,4.6,0
2016A00052431035,Quebec,Saint-Julien,Municipalité,1.8,4.2,0
2016A00052431040,Quebec,Irlande,Municipalité,2.9,8.5,0
2016A00052431045,Quebec,Saint-Joseph-de-Coleraine,Municipalité,4.5,9.1,0
2016A00052431050,Quebec,Sainte-Praxède,Paroisse (municipalité de),2.5,8.2,0
2016A00052431056,Quebec,Adstock,Municipalité,3.6,4.5,0
2016A00052431060,Quebec,Sainte-Clotilde-de-Beauce,Municipalité,2.3,5.9,0
2016A00052431084,Quebec,Thetford Mines,Ville,5.5,4.3,0
2016A00052431095,Quebec,Saint-Adrien-d'Irlande,Municipalité,2.4,15.4,11
2016A00052431100,Quebec,Saint-Jean-de-Brébeuf,Municipalité,1.6,5.2,0
2016A00052431105,Quebec,Kinnear's Mills,Municipalité,1.7,1.0,0
2016A00052431122,Quebec,East Broughton,Municipalité,3.4,4.2,0
2016A00052431130,Quebec,Sacré-Coeur-de-Jésus,Paroisse (municipalité de),3.8,5.7,0
2016A00052431135,Quebec,Saint-Pierre-de-Broughton,Municipalité,2.1,1.9,0
2016A00052431140,Quebec,Saint-Jacques-de-Leeds,Municipalité,4.1,3.7,0
2016A00052432013,Quebec,Saint-Ferdinand,Municipalité,4.2,6.8,0
2016A00052432023,Quebec,Sainte-Sophie-d'Halifax,Municipalité,4.1,3.6,0
2016A00052432033,Quebec,Princeville,Ville,3.3,5.6,0
2016A00052432040,Quebec,Plessisville,Ville,6.0,4.9,0
2016A00052432045,Quebec,Plessisville,Paroisse (municipalité de),2.0,1.8,0
2016A00052432050,Quebec,Saint-Pierre-Baptiste,Paroisse (municipalité de),4.2,7.0,0
2016A00052432058,Quebec,Inverness,Municipalité,2.8,4.5,0
2016A00052432065,Quebec,Lyster,Municipalité,3.5,7.0,0
2016A00052432072,Quebec,Laurierville,Municipalité,3.7,3.9,0
2016A00052432080,Quebec,Notre-Dame-de-Lourdes,Paroisse (municipalité de),2.9,6.2,0
2016A00052432085,Quebec,Villeroy,Municipalité,3.3,4.6,0
2016A00052433007,Quebec,Saint-Sylvestre,Municipalité,4.8,8.2,0
2016A00052433017,Quebec,Sainte-Agathe-de-Lotbinière,Municipalité,2.9,6.3,0
2016A00052433025,Quebec,Saint-Patrice-de-Beaurivage,Municipalité,2.4,4.4,0
2016A00052433030,Quebec,Saint-Narcisse-de-Beaurivage,Paroisse (municipalité de),1.5,3.8,0
2016A00052433035,Quebec,Saint-Gilles,Paroisse (municipalité de),2.7,4.4,0
2016A00052433040,Quebec,Dosquet,Municipalité,3.6,3.8,0
2016A00052433045,Quebec,Saint-Agapit,Municipalité,2.8,4.0,0
2016A00052433052,Quebec,Saint-Flavien,Municipalité,4.2,1.2,0
2016A00052433060,Quebec,Laurier-Station,Village,3.1,0.7,0
2016A00052433065,Quebec,Saint-Janvier-de-Joly,Municipalité,1.8,3.7,0
2016A00052433070,Quebec,Val-Alain,Municipalité,3.1,3.8,0
2016A00052433080,Quebec,Saint-Édouard-de-Lotbinière,Paroisse (municipalité de),3.0,0.0,0
2016A00052433085,Quebec,Notre-Dame-du-Sacré-Coeur-d'Issoudun,Paroisse (municipalité de),1.2,0.0,0
2016A00052433090,Quebec,Saint-Apollinaire,Municipalité,2.9,0.0,0
2016A00052433095,Quebec,Saint-Antoine-de-Tilly,Municipalité,3.2,6.8,0
2016A00052433102,Quebec,Sainte-Croix,Municipalité,4.6,2.5,0
2016A00052433115,Quebec,Lotbinière,Municipalité,4.7,0.0,0
2016A00052433123,Quebec,Leclercville,Municipalité,2.4,0.0,0
2016A00052434007,Quebec,Neuville,Ville,1.8,3.8,0
2016A00052434017,Quebec,Pont-Rouge,Ville,1.8,2.3,0
2016A00052434025,Quebec,Donnacona,Ville,7.6,3.4,0
2016A00052434030,Quebec,Cap-Santé,Ville,2.3,0.5,0
2016A00052434038,Quebec,Saint-Basile,Ville,1.9,3.8,0
2016A00052434048,Quebec,Portneuf,Ville,2.8,2.2,0
2016A00052434058,Quebec,Deschambault-Grondines,Municipalité,2.9,2.3,0
2016A00052434060,Quebec,Saint-Gilbert,Paroisse (municipalité de),3.7,1.4,0
2016A00052434065,Quebec,Saint-Marc-des-Carrières,Ville,4.2,0.3,0
2016A00052434078,Quebec,Saint-Casimir,Municipalité,6.2,5.7,0
2016A00052434085,Quebec,Saint-Thuribe,Paroisse (municipalité de),2.5,3.5,0
2016A00052434090,Quebec,Saint-Ubalde,Municipalité,3.5,5.4,0
2016A00052434097,Quebec,Saint-Alban,Municipalité,2.8,3.9,0
2016A00052434105,Quebec,Sainte-Christine-d'Auvergne,Municipalité,5.5,7.0,0
2016A00052434115,Quebec,Saint-Léonard-de-Portneuf,Municipalité,3.2,8.2,0
2016A00052434120,Quebec,Lac-Sergent,Ville,2.7,6.3,0
2016A00052434128,Quebec,Saint-Raymond,Ville,4.1,4.0,0
2016A00052434135,Quebec,Rivière-à-Pierre,Municipalité,3.2,2.7,0
2016A00052435005,Quebec,Notre-Dame-de-Montauban,Municipalité,3.7,9.2,0
2016A00052435010,Quebec,Lac-aux-Sables,Paroisse (municipalité de),3.7,1.9,0
2016A00052435015,Quebec,Saint-Adelphe,Paroisse (municipalité de),3.9,3.4,0
2016A00052435020,Quebec,Saint-Séverin,Paroisse (municipalité de),2.1,0.2,0
2016A00052435027,Quebec,Saint-Tite,Ville,4.9,5.4,0
2016A00052435035,Quebec,Hérouxville,Paroisse (municipalité de),2.8,6.9,0
2016A00052435040,Quebec,Grandes-Piles,Village,7.8,13.7,11
2016A00052435045,Quebec,Saint-Roch-de-Mékinac,Paroisse (municipalité de),4.3,8.9,0
2016A00052435050,Quebec,Sainte-Thècle,Municipalité,3.6,0.6,0
2016A00052435055,Quebec,Trois-Rives,Municipalité,3.2,4.7,0
2016A00052436033,Quebec,Shawinigan,Ville,4.0,5.4,0
2016A00052437067,Quebec,Trois-Rivières,Ville,4.5,3.9,0
2016A00052437205,Quebec,Sainte-Anne-de-la-Pérade,Municipalité,3.5,4.4,0
2016A00052437210,Quebec,Batiscan,Municipalité,1.7,3.3,0
2016A00052437215,Quebec,Sainte-Geneviève-de-Batiscan,Paroisse (municipalité de),4.6,5.9,0
2016A00052437220,Quebec,Champlain,Municipalité,1.9,2.0,0
2016A00052437225,Quebec,Saint-Luc-de-Vincennes,Municipalité,2.6,4.1,0
2016A00052437230,Quebec,Saint-Maurice,Paroisse (municipalité de),2.6,5.2,0
2016A00052437235,Quebec,Notre-Dame-du-Mont-Carmel,Paroisse (municipalité de),2.7,4.0,0
2016A00052437240,Quebec,Saint-Narcisse,Paroisse (municipalité de),4.5,6.9,0
2016A00052437245,Quebec,Saint-Stanislas,Municipalité,4.4,7.3,0
2016A00052437250,Quebec,Saint-Prosper-de-Champlain,Municipalité,4.2,5.3,0
2016A00052438005,Quebec,Saint-Sylvère,Municipalité,2.0,7.5,0
2016A00052438010,Quebec,Bécancour,Ville,3.3,3.0,0
2016A00052438015,Quebec,Sainte-Marie-de-Blandford,Municipalité,2.8,4.4,0
2016A00052438020,Quebec,Lemieux,Municipalité,3.8,3.9,0
2016A00052438028,Quebec,Manseau,Municipalité,2.5,7.8,0
2016A00052438035,Quebec,Sainte-Françoise,Municipalité,4.7,12.1,10
2016A00052438040,Quebec,Sainte-Sophie-de-Lévrard,Paroisse (municipalité de),3.5,7.8,0
2016A00052438047,Quebec,Fortierville,Municipalité,4.9,3.7,0
2016A00052438055,Quebec,Parisville,Paroisse (municipalité de),3.1,7.4,0
2016A00052438060,Quebec,Sainte-Cécile-de-Lévrard,Paroisse (municipalité de),2.4,4.5,0
2016A00052438065,Quebec,Saint-Pierre-les-Becquets,Municipalité,7.4,2.7,0
2016A00052438070,Quebec,Deschaillons-sur-Saint-Laurent,Municipalité,2.8,8.5,0
2016A00052439010,Quebec,Ham-Nord,Canton (municipalité de),6.5,9.3,0
2016A00052439015,Quebec,Notre-Dame-de-Ham,Municipalité,3.6,10.8,10
2016A00052439020,Quebec,Saint-Rémi-de-Tingwick,Municipalité,3.4,10.4,10
2016A00052439025,Quebec,Tingwick,Municipalité,2.5,4.0,0
2016A00052439030,Quebec,Chesterville,Municipalité,3.0,7.0,0
2016A00052439035,Quebec,Sainte-Hélène-de-Chester,Municipalité,2.3,3.7,0
2016A00052439043,Quebec,Saint-Norbert-d'Arthabaska,Municipalité,2.6,6.6,0
2016A00052439060,Quebec,Saint-Christophe-d'Arthabaska,Paroisse (municipalité de),1.4,5.5,0
2016A00052439062,Quebec,Victoriaville,Ville,5.1,3.7,0
2016A00052439077,Quebec,Warwick,Ville,4.9,2.1,0
2016A00052439085,Quebec,Saint-Albert,Municipalité,1.9,2.9,0
2016A00052439090,Quebec,Sainte-Élizabeth-de-Warwick,Municipalité,1.9,2.2,0
2016A00052439097,Quebec,Kingsey Falls,Ville,2.1,6.0,0
2016A00052439105,Quebec,Sainte-Séraphine,Paroisse (municipalité de),4.5,4.6,0
2016A00052439117,Quebec,Sainte-Clotilde-de-Horton,Municipalité,3.0,7.3,0
2016A00052439130,Quebec,Saint-Samuel,Municipalité,1.9,3.3,0
2016A00052439135,Quebec,Saint-Valère,Municipalité,1.5,2.4,0
2016A00052439145,Quebec,Saint-Rosaire,Paroisse (municipalité de),3.3,3.6,0
2016A00052439150,Quebec,Sainte-Anne-du-Sault,Municipalité,2.9,3.6,0
2016A00052439155,Quebec,Daveluyville,Ville,3.2,6.0,0
2016A00052439165,Quebec,Maddington Falls,Municipalité,3.9,8.4,0
